release_date,title,overview,popularity,vote_count,vote_average,original_language,genre,poster_url
26-03-2020,Love Forever 15,A heartfelt love story filled with emotions and connections.,88.92,10314,6.9,hi,Romance,https://example.com/romance_4562.jpg
19-05-2018,Time Loop 1,A futuristic adventure exploring technology and unknown worlds.,54.99,2914,6.7,en,Sci-Fi,https://example.com/sci-fi_4563.jpg
04-09-2020,Dark Justice 15,"A gripping tale of crime, investigation, and justice.",101.19,11333,9.1,es,Crime,https://example.com/crime_4564.jpg
07-03-2020,Ishq Story 12,A heartfelt love story filled with emotions and connections.,92.63,6484,6.3,en,Romance,https://example.com/romance_4565.jpg
08-01-2022,Drama Queen 48,"A light-hearted story full of humor, chaos, and fun moments.",122.44,9917,6.7,en,Comedy,https://example.com/comedy_4566.jpg
31-05-2022,The Heist 45,"A gripping tale of crime, investigation, and justice.",125.41,9656,9,en,Crime,https://example.com/crime_4567.jpg
30-06-2020,Dark Justice 44,"A gripping tale of crime, investigation, and justice.",89.6,5824,8.1,es,Crime,https://example.com/crime_4568.jpg
25-08-2023,Love Forever 44,A heartfelt love story filled with emotions and connections.,152.07,11861,7.3,es,Romance,https://example.com/romance_4569.jpg
19-08-2018,Future Earth 10,A futuristic adventure exploring technology and unknown worlds.,60.72,5100,8.1,ja,Sci-Fi,https://example.com/sci-fi_4570.jpg
15-09-2024,The Curse 6,A terrifying experience where dark forces haunt the living.,173.81,17381,6.7,ko,Horror,https://example.com/horror_4571.jpg
19-04-2025,The Chase 34,A suspenseful story packed with twists and intense moments.,184.32,21381,7.9,en,Thriller,https://example.com/thriller_4572.jpg
31-05-2024,Dark Justice 44,"A gripping tale of crime, investigation, and justice.",164.96,10887,9,es,Crime,https://example.com/crime_4573.jpg
14-09-2016,Shadow Strike 49,A fearless hero fights against powerful enemies to save lives.,24.62,1969,7.6,hi,Action,https://example.com/action_4574.jpg
08-02-2024,Alien Code 27,A futuristic adventure exploring technology and unknown worlds.,160.22,11215,7.1,en,Sci-Fi,https://example.com/sci-fi_4575.jpg
09-09-2018,Future Earth 42,A futuristic adventure exploring technology and unknown worlds.,57.32,5502,7.3,ja,Sci-Fi,https://example.com/sci-fi_4576.jpg
02-11-2025,Crazy Days 32,"A light-hearted story full of humor, chaos, and fun moments.",194.71,22002,6.8,en,Comedy,https://example.com/comedy_4577.jpg
07-03-2024,Eternal ??? 2,A heartfelt love story filled with emotions and connections.,166.6,15493,6.3,hi,Romance,https://example.com/romance_4578.jpg
03-03-2024,The Curse 25,A terrifying experience where dark forces haunt the living.,166.58,18656,7.4,ko,Horror,https://example.com/horror_4579.jpg
22-07-2024,Haunted Souls 29,A terrifying experience where dark forces haunt the living.,167.01,10354,7.5,en,Horror,https://example.com/horror_4580.jpg
31-08-2016,War Zone 24,A fearless hero fights against powerful enemies to save lives.,22.19,1664,7.6,hi,Action,https://example.com/action_4581.jpg
19-04-2024,Love Forever 50,A heartfelt love story filled with emotions and connections.,167.82,15775,6.8,hi,Romance,https://example.com/romance_4582.jpg
16-01-2025,Night Terror 40,A terrifying experience where dark forces haunt the living.,173.69,16847,7.3,en,Horror,https://example.com/horror_4583.jpg
28-10-2024,Underworld 25,"A gripping tale of crime, investigation, and justice.",172.33,16199,8.7,es,Crime,https://example.com/crime_4584.jpg
09-06-2024,Fading Memories 45,"An emotional journey of relationships, struggles, and life lessons.",161.65,8729,7.1,fr,Drama,https://example.com/drama_4585.jpg
19-05-2016,Future Earth 9,A futuristic adventure exploring technology and unknown worlds.,23.22,2484,6.6,en,Sci-Fi,https://example.com/sci-fi_4586.jpg
01-12-2024,Hidden Truth 22,A suspenseful story packed with twists and intense moments.,175.05,17505,7.7,en,Thriller,https://example.com/thriller_4587.jpg
08-11-2020,Eternal ??? 11,A heartfelt love story filled with emotions and connections.,100.34,8930,7,es,Romance,https://example.com/romance_4588.jpg
16-09-2022,Night Terror 2,A terrifying experience where dark forces haunt the living.,136.88,13824,6,ko,Horror,https://example.com/horror_4589.jpg
18-09-2018,The Heist 42,"A gripping tale of crime, investigation, and justice.",59.3,3973,8.1,es,Crime,https://example.com/crime_4590.jpg
04-04-2017,Final Assault 4,A fearless hero fights against powerful enemies to save lives.,35.81,3616,7.4,en,Action,https://example.com/action_4591.jpg
18-01-2021,Drama Queen 31,"A light-hearted story full of humor, chaos, and fun moments.",102.86,12034,6.5,en,Comedy,https://example.com/comedy_4592.jpg
05-02-2019,Crazy Days 3,"A light-hearted story full of humor, chaos, and fun moments.",74.05,7034,7.5,hi,Comedy,https://example.com/comedy_4593.jpg
06-02-2026,Fading Memories 24,"An emotional journey of relationships, struggles, and life lessons.",196.99,18911,8.5,fr,Drama,https://example.com/drama_4594.jpg
16-11-2016,Dark Woods 31,A terrifying experience where dark forces haunt the living.,33.05,2511,5.9,ko,Horror,https://example.com/horror_4595.jpg
31-03-2022,The Heist 27,"A gripping tale of crime, investigation, and justice.",126.84,7483,9,en,Crime,https://example.com/crime_4596.jpg
03-11-2017,Laugh Riot 46,"A light-hearted story full of humor, chaos, and fun moments.",44.1,5115,6,en,Comedy,https://example.com/comedy_4597.jpg
23-03-2023,Laugh Riot 11,"A light-hearted story full of humor, chaos, and fun moments.",145.04,16389,5.7,hi,Comedy,https://example.com/comedy_4598.jpg
06-09-2022,Future Earth 11,A futuristic adventure exploring technology and unknown worlds.,139.21,12528,7.8,ja,Sci-Fi,https://example.com/sci-fi_4599.jpg
27-07-2017,Deadly Secret 3,A suspenseful story packed with twists and intense moments.,43.46,4128,8.4,ko,Thriller,https://example.com/thriller_4600.jpg
30-06-2024,Underworld 9,"A gripping tale of crime, investigation, and justice.",169.95,18014,8.9,es,Crime,https://example.com/crime_4601.jpg
12-01-2020,Underworld 34,"A gripping tale of crime, investigation, and justice.",87.7,10524,8.1,en,Crime,https://example.com/crime_4602.jpg
18-01-2018,Fading Memories 19,"An emotional journey of relationships, struggles, and life lessons.",48.65,4427,9,fr,Drama,https://example.com/drama_4603.jpg
22-07-2019,Rapid Fire 48,A fearless hero fights against powerful enemies to save lives.,74.42,7665,6.1,en,Action,https://example.com/action_4604.jpg
27-06-2017,The Chase 39,A suspenseful story packed with twists and intense moments.,40.76,2527,7,ko,Thriller,https://example.com/thriller_4605.jpg
20-11-2025,Underworld 17,"A gripping tale of crime, investigation, and justice.",194.48,18864,7.8,en,Crime,https://example.com/crime_4606.jpg
03-04-2017,Ishq Story 46,A heartfelt love story filled with emotions and connections.,30.46,2650,7.2,en,Romance,https://example.com/romance_4607.jpg
26-03-2022,Underworld 13,"A gripping tale of crime, investigation, and justice.",124.57,12706,8.7,en,Crime,https://example.com/crime_4608.jpg
25-02-2022,Love Forever 42,A heartfelt love story filled with emotions and connections.,128.6,9773,8.1,en,Romance,https://example.com/romance_4609.jpg
13-09-2025,Future Earth 46,A futuristic adventure exploring technology and unknown worlds.,187.79,10704,7.9,ja,Sci-Fi,https://example.com/sci-fi_4610.jpg
09-08-2020,Crazy Days 29,"A light-hearted story full of humor, chaos, and fun moments.",101.13,9910,6.2,hi,Comedy,https://example.com/comedy_4611.jpg
06-08-2022,Ishq Story 44,A heartfelt love story filled with emotions and connections.,134.8,13480,6.4,en,Romance,https://example.com/romance_4612.jpg
03-10-2022,Heart Beats 7,A heartfelt love story filled with emotions and connections.,134.45,6722,7.3,hi,Romance,https://example.com/romance_4613.jpg
06-01-2019,Final Assault 6,A fearless hero fights against powerful enemies to save lives.,68.85,3786,6.4,hi,Action,https://example.com/action_4614.jpg
06-10-2019,The Curse 32,A terrifying experience where dark forces haunt the living.,80.06,5444,7.2,en,Horror,https://example.com/horror_4615.jpg
18-04-2016,Crazy Days 20,"A light-hearted story full of humor, chaos, and fun moments.",13.54,1475,7.1,hi,Comedy,https://example.com/comedy_4616.jpg
23-10-2023,Heart Beats 11,A heartfelt love story filled with emotions and connections.,159.64,16602,6.3,en,Romance,https://example.com/romance_4617.jpg
12-08-2018,Galaxy War 1,A futuristic adventure exploring technology and unknown worlds.,56.14,4996,7.6,en,Sci-Fi,https://example.com/sci-fi_4618.jpg
18-09-2020,Drama Queen 40,"A light-hearted story full of humor, chaos, and fun moments.",99.1,8324,6.5,hi,Comedy,https://example.com/comedy_4619.jpg
04-10-2018,Deadly Secret 31,A suspenseful story packed with twists and intense moments.,58,4176,8.6,en,Thriller,https://example.com/thriller_4620.jpg
01-08-2016,Night Terror 44,A terrifying experience where dark forces haunt the living.,21.46,1266,6.2,ko,Horror,https://example.com/horror_4621.jpg
22-06-2023,The Curse 40,A terrifying experience where dark forces haunt the living.,148.85,13247,7.2,ko,Horror,https://example.com/horror_4622.jpg
29-03-2017,Haunted Souls 49,A terrifying experience where dark forces haunt the living.,31.11,3670,6.8,ko,Horror,https://example.com/horror_4623.jpg
18-11-2020,Haunted Souls 31,A terrifying experience where dark forces haunt the living.,98.48,5120,7.8,ko,Horror,https://example.com/horror_4624.jpg
27-06-2017,The Last Hope 42,"An emotional journey of relationships, struggles, and life lessons.",40.91,4459,7.9,fr,Drama,https://example.com/drama_4625.jpg
24-08-2022,Dark Justice 15,"A gripping tale of crime, investigation, and justice.",136.91,9036,7.8,es,Crime,https://example.com/crime_4626.jpg
27-12-2019,Galaxy War 48,A futuristic adventure exploring technology and unknown worlds.,82.41,7416,8.1,en,Sci-Fi,https://example.com/sci-fi_4627.jpg
26-10-2018,Mind Trap 47,A suspenseful story packed with twists and intense moments.,64.91,7075,7.3,ko,Thriller,https://example.com/thriller_4628.jpg
10-02-2025,Future Earth 23,A futuristic adventure exploring technology and unknown worlds.,178.68,12150,7.6,en,Sci-Fi,https://example.com/sci-fi_4629.jpg
07-07-2016,Dark Woods 45,A terrifying experience where dark forces haunt the living.,21.98,1296,6.5,ko,Horror,https://example.com/horror_4630.jpg
02-04-2022,Future Earth 18,A futuristic adventure exploring technology and unknown worlds.,130.5,11745,7.3,en,Sci-Fi,https://example.com/sci-fi_4631.jpg
03-02-2026,Future Earth 29,A futuristic adventure exploring technology and unknown worlds.,193.78,15696,7,en,Sci-Fi,https://example.com/sci-fi_4632.jpg
28-03-2025,Deadly Secret 50,A suspenseful story packed with twists and intense moments.,186.11,20285,8.3,ko,Thriller,https://example.com/thriller_4633.jpg
31-07-2018,Broken Lives 8,"An emotional journey of relationships, struggles, and life lessons.",56.52,6556,8.8,fr,Drama,https://example.com/drama_4634.jpg
21-11-2023,Heart Beats 43,A heartfelt love story filled with emotions and connections.,160.42,14437,7.6,es,Romance,https://example.com/romance_4635.jpg
08-12-2017,Future Earth 13,A futuristic adventure exploring technology and unknown worlds.,52.74,6117,6.9,ja,Sci-Fi,https://example.com/sci-fi_4636.jpg
27-07-2020,Night Terror 16,A terrifying experience where dark forces haunt the living.,93.07,7259,7,ko,Horror,https://example.com/horror_4637.jpg
12-08-2018,Time Loop 34,A futuristic adventure exploring technology and unknown worlds.,55.87,5698,7.3,en,Sci-Fi,https://example.com/sci-fi_4638.jpg
22-03-2019,War Zone 34,A fearless hero fights against powerful enemies to save lives.,69.24,7547,7.7,en,Action,https://example.com/action_4639.jpg
03-05-2020,Broken Lives 14,"An emotional journey of relationships, struggles, and life lessons.",88.93,6491,7.1,en,Drama,https://example.com/drama_4640.jpg
23-11-2023,Heart Beats 1,A heartfelt love story filled with emotions and connections.,161.33,18875,7.5,es,Romance,https://example.com/romance_4641.jpg
08-05-2021,The Curse 23,A terrifying experience where dark forces haunt the living.,108.64,12167,6.3,en,Horror,https://example.com/horror_4642.jpg
14-01-2018,Laugh Riot 29,"A light-hearted story full of humor, chaos, and fun moments.",49.73,3083,7.5,en,Comedy,https://example.com/comedy_4643.jpg
06-04-2019,Fun Unlimited 8,"A light-hearted story full of humor, chaos, and fun moments.",73.6,5593,5.7,hi,Comedy,https://example.com/comedy_4644.jpg
10-04-2023,Crazy Days 27,"A light-hearted story full of humor, chaos, and fun moments.",143.8,11504,5.7,hi,Comedy,https://example.com/comedy_4645.jpg
10-08-2017,Underworld 11,"A gripping tale of crime, investigation, and justice.",37.99,3647,7.9,es,Crime,https://example.com/crime_4646.jpg
07-06-2020,Fading Memories 36,"An emotional journey of relationships, struggles, and life lessons.",90.58,5615,8.2,hi,Drama,https://example.com/drama_4647.jpg
12-01-2020,The Last Hope 39,"An emotional journey of relationships, struggles, and life lessons.",90.6,6342,8,fr,Drama,https://example.com/drama_4648.jpg
13-07-2024,The Curse 3,A terrifying experience where dark forces haunt the living.,169.83,18171,5.9,ko,Horror,https://example.com/horror_4649.jpg
21-12-2018,Ishq Story 34,A heartfelt love story filled with emotions and connections.,63.41,5897,7.2,es,Romance,https://example.com/romance_4650.jpg
30-12-2017,Shadow Strike 17,A fearless hero fights against powerful enemies to save lives.,48.94,2495,6.4,en,Action,https://example.com/action_4651.jpg
06-05-2020,Silent Tears 31,"An emotional journey of relationships, struggles, and life lessons.",93.56,6549,7.3,en,Drama,https://example.com/drama_4652.jpg
06-01-2021,Deadly Secret 14,A suspenseful story packed with twists and intense moments.,100.22,10222,7.5,ko,Thriller,https://example.com/thriller_4653.jpg
27-12-2016,Night Terror 35,A terrifying experience where dark forces haunt the living.,30.16,1869,6.2,en,Horror,https://example.com/horror_4654.jpg
30-08-2016,Night Terror 12,A terrifying experience where dark forces haunt the living.,27.45,3266,6.6,ko,Horror,https://example.com/horror_4655.jpg
14-04-2021,Night Terror 36,A terrifying experience where dark forces haunt the living.,113.1,9048,6.6,en,Horror,https://example.com/horror_4656.jpg
15-08-2020,Future Earth 47,A futuristic adventure exploring technology and unknown worlds.,94.28,8485,7.7,en,Sci-Fi,https://example.com/sci-fi_4657.jpg
11-04-2016,Love Forever 50,A heartfelt love story filled with emotions and connections.,14.86,1560,7.2,hi,Romance,https://example.com/romance_4658.jpg
17-07-2016,Dark Woods 46,A terrifying experience where dark forces haunt the living.,26.16,3008,5.9,en,Horror,https://example.com/horror_4659.jpg
06-01-2021,Heart Beats 31,A heartfelt love story filled with emotions and connections.,99.16,8428,7.8,es,Romance,https://example.com/romance_4660.jpg
12-09-2025,Fun Unlimited 46,"A light-hearted story full of humor, chaos, and fun moments.",188.97,17952,5.6,en,Comedy,https://example.com/comedy_4661.jpg
12-04-2023,Fun Unlimited 7,"A light-hearted story full of humor, chaos, and fun moments.",148.94,13255,7,hi,Comedy,https://example.com/comedy_4662.jpg
11-03-2026,Broken Lives 3,"An emotional journey of relationships, struggles, and life lessons.",195.34,23440,7.4,en,Drama,https://example.com/drama_4663.jpg
14-08-2019,Shadow Strike 18,A fearless hero fights against powerful enemies to save lives.,77.59,4422,7.8,en,Action,https://example.com/action_4664.jpg
